stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening D:\清大\大一下\程設二\mini project 2\mini project 2\TowerDefense\bin\Debug\allegro5.cfg r
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.66688] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.66689] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.66737] removed dtor for bitmap 000000001194E250
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.66742] converting display bitmap 000000000A0DA6E0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.66743] added dtor for bitmap 0000000011950000, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.66744] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.66745] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.66795] removed dtor for bitmap 0000000011950000
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.66798] converting display bitmap 000000000A0DA550 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.66800] added dtor for bitmap 000000001194EA20, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.66801] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.66801] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.66863] removed dtor for bitmap 000000001194EA20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.66866] converting display bitmap 000000000A0DA3C0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.66868] added dtor for bitmap 000000001194EA20, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.66869] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.66869] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.66913] removed dtor for bitmap 000000001194EA20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.66919] converting display bitmap 000000000A0DB4F0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.66920] added dtor for bitmap 000000001194EBB0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.66922] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.66923] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.66978] removed dtor for bitmap 000000001194EBB0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.66981] converting display bitmap 000000000A0DAA00 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.66985] added dtor for bitmap 000000001194EA20, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.66987] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.66988] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.67042] removed dtor for bitmap 000000001194EA20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.67045] converting display bitmap 000000000A0DAB90 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.67046] added dtor for bitmap 000000001194EA20, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.67047] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.67048] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.67099] removed dtor for bitmap 000000001194EA20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.67103] converting display bitmap 000000000A0DB680 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.67109] added dtor for bitmap 0000000011950000, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.67111] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.67112] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.67179] removed dtor for bitmap 0000000011950000
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.67182] converting display bitmap 000000000A0DB040 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.67183] added dtor for bitmap 000000001194EA20, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.67184] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.67185] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.67231] removed dtor for bitmap 000000001194EA20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.67235] converting display bitmap 000000000A0DA230 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.67236] added dtor for bitmap 000000001194F6A0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.67237] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.67237] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.67293] removed dtor for bitmap 000000001194F6A0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.67296] converting display bitmap 000000000A0DB1D0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.67297] added dtor for bitmap 000000001194EED0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.67300] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.67301] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.67394] removed dtor for bitmap 000000001194EED0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.67398] converting display bitmap 000000000A0DB9A0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.67399] added dtor for bitmap 000000001194F060, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.67400] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.67400] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.67450] removed dtor for bitmap 000000001194F060
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.67453] converting display bitmap 000000000A0DB810 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.67454] added dtor for bitmap 000000001194F510, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.67455] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.67455] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.67516] removed dtor for bitmap 000000001194F510
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.67519] converting display bitmap 000000000A0DBFE0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.67521] added dtor for bitmap 0000000011950000, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.67523] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.67523] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.67762] removed dtor for bitmap 0000000011950000
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.67784] converting display bitmap 000000000A0DBE50 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.67786] added dtor for bitmap 000000001194EED0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.67787] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.67788] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.67977] removed dtor for bitmap 000000001194EED0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.67999] converting display bitmap 000000000A0DB360 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.68002] added dtor for bitmap 000000001194F1F0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.68003] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.68004] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.68087] removed dtor for bitmap 000000001194F1F0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.68091] converting display bitmap 000000000A0DBB30 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.68093] added dtor for bitmap 000000001194F6A0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.68094] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.68094] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.68210] removed dtor for bitmap 000000001194F6A0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.68216] converting display bitmap 000000000A0DBCC0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.68217] added dtor for bitmap 000000001194EBB0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.68219] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.68219] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.68282] removed dtor for bitmap 000000001194EBB0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.68285] converting display bitmap 000000000A0DAD20 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.68286] added dtor for bitmap 000000001194F510, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.68287] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.68287] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.68342] removed dtor for bitmap 000000001194F510
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.68347] converting display bitmap 000000000A0DAEB0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.68348] added dtor for bitmap 000000001194EA20, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.68349] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.68350] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.68401] removed dtor for bitmap 000000001194EA20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.68404] converting display bitmap 0000000009F826E0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.68405] added dtor for bitmap 000000001194FCE0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.68406] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.68407] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.68475] removed dtor for bitmap 000000001194FCE0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.68478] converting display bitmap 0000000009F82550 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.68479] added dtor for bitmap 000000001194F510, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.68480] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.68480] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.68528] removed dtor for bitmap 000000001194F510
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.68531] converting display bitmap 0000000009F823C0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.68533] added dtor for bitmap 000000001194EA20, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.68534] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.68534] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.68598] removed dtor for bitmap 000000001194EA20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.68601] converting display bitmap 0000000009F82230 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.68602] added dtor for bitmap 000000001194EA20, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.68603] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.68604] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.68668] removed dtor for bitmap 000000001194EA20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.68673] converting display bitmap 0000000009F820A0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.68674] added dtor for bitmap 000000001194EA20, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.68675] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.68676] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.68757] removed dtor for bitmap 000000001194EA20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.68760] converting display bitmap 0000000009F81F10 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.68762] added dtor for bitmap 000000001194EA20, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.68763] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.68764] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.69029] removed dtor for bitmap 000000001194EA20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.69060] converting display bitmap 0000000009F82870 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.69063] added dtor for bitmap 000000001194F6A0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.69064] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.69065] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.69147] removed dtor for bitmap 000000001194F6A0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.69151] converting display bitmap 0000000009F81BF0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.69152] added dtor for bitmap 000000001194FE70, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.69153] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.69154] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.69213] removed dtor for bitmap 000000001194FE70
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.69216] converting display bitmap 0000000009F82A00 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.69221] added dtor for bitmap 000000001194EBB0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.69222] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.69222] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.69462] removed dtor for bitmap 000000001194EBB0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.69483] converting display bitmap 0000000009F89560 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.69485] added dtor for bitmap 000000001194F510, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.69486] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.69487] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.69608] removed dtor for bitmap 000000001194F510
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.69615] converting display bitmap 0000000009F999F0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.69616] added dtor for bitmap 000000001194EA20, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.69617] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.69618] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.69685] removed dtor for bitmap 000000001194EA20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.69688] converting display bitmap 0000000009F82BB0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.69689] added dtor for bitmap 000000001194EBB0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.69690] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.69691] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.69744] removed dtor for bitmap 000000001194EBB0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.69747] converting display bitmap 0000000009F99860 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.69749] added dtor for bitmap 000000001194F9C0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.69753] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.69753] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.69802] removed dtor for bitmap 000000001194F9C0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.69806] converting display bitmap 0000000009F811E0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.69807] added dtor for bitmap 000000001194F6A0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.69808] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.69809] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.69868] removed dtor for bitmap 000000001194F6A0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.69871] converting display bitmap 0000000009F81380 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.69875] added dtor for bitmap 000000001194FE70, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.69876] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.69876] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.70090] removed dtor for bitmap 000000001194FE70
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.70119] converting display bitmap 0000000009F4C880 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.70122] added dtor for bitmap 000000001194EA20, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.70123] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.70123] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.70195] removed dtor for bitmap 000000001194EA20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.70199] converting display bitmap 0000000009F41A10 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.70200] added dtor for bitmap 000000001194EED0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.70201] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.70202] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.70257] removed dtor for bitmap 000000001194EED0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.70260] converting display bitmap 0000000009F41FB0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.70262] added dtor for bitmap 000000001194FCE0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.70263] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.70264] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.70315] removed dtor for bitmap 000000001194FCE0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.70318] converting display bitmap 0000000009F46AE0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.70319] added dtor for bitmap 000000001194F510, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.70320] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.70321] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.70375] removed dtor for bitmap 000000001194F510
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.70379] converting display bitmap 0000000009F42180 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.70380] added dtor for bitmap 000000001194EED0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.70381] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.70382] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.70417] removed dtor for bitmap 000000001194EED0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.70423] converting display bitmap 0000000009F425B0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.70425] added dtor for bitmap 000000001194F510, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.70426] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.70426] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.70516] removed dtor for bitmap 000000001194F510
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.70527] converting display bitmap 0000000009F42420 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.70530] added dtor for bitmap 000000001194EA20, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.70532] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.70533] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.75078] removed dtor for bitmap 000000001194EA20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.75322] converting display bitmap 0000000002CF2760 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.75326] added dtor for bitmap 000000001194EA20, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.75328] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.75328] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.76100] removed dtor for bitmap 000000001194EA20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.76237] converting display bitmap 0000000002CE5E90 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.76246] added dtor for bitmap 000000001194EED0, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.76250] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.76251] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.76360] removed dtor for bitmap 000000001194EED0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.76364] converting display bitmap 0000000002CE3D50 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.76366] added dtor for bitmap 000000001194F1F0, func 0000000061AC1BC7
